URL,Category,sector,industry
http://www.weyerhaeuser.com,"1. Corporate 2. Business/Industry",Materials,Forest and Paper Products
http://www.borgwarner.com,"Automotive Business",Motor Vehicles & Parts,Motor Vehicles and Parts
http://www.quantaservices.com,Technology/Services,Engineering & Construction,"Engineering, Construction"
http://www.calpine.com,Energy/Utility,Energy,Energy
http://www.spartannash.com,"Retail/E-commerce Wholesale",Wholesalers,Wholesalers: Food and Grocery
http://www.kkr.com,Financial,Financials,Securities
http://www.mohawkind.com,"Home & Garden Business to Business (B2B)",Household Products,zMiscellaneous
http://www.fmctechnologies.com,Technology/Telecommunications,Energy,"Oil and Gas Equipment, Services"
http://www.core-mark.com,"Food Service, Retail",Wholesalers,Wholesalers: Food and Grocery
http://www.bostonscientific.com,Healthcare,Health Care,Medical Products and Equipment
http://www.terex.com,"1. Construction 2. Machinery",Industrials,Construction and Farm Machinery
http://www.huntingtoningalls.com,Defense/Manufacturing,Aerospace & Defense,Aerospace and Defense
http://www.wrberkley.com,"Financial Services Insurance",Financials,Insurance: Property and Casualty (Stock)
http://www.questdiagnostics.com,Health,Health Care,Health Care: Pharmacy and Other Services
http://www.livenation.com,Entertainment/Events,Media,Entertainment
http://www.cmc.com,"Art/Design Education",Materials,Metals
http://www.pacificlife.com,Finance/Insurance,Financials,"Insurance: Life, Health (stock)"
http://www.mutualofomaha.com,Insurance,Financials,"Insurance: Life, Health (stock)"
http://www.spiritaero.com,"Aerospace/Aviation, Manufacturing",Aerospace & Defense,Aerospace and Defense
http://www.symantec.com,Technology/Computing,Technology,Computer Software
http://www.dana.com,Automotive,Motor Vehicles & Parts,Motor Vehicles and Parts
http://www.ncr.com,"E-commerce Financial Services",Technology,"Computers, Office Equipment"
http://www.buckeye.com,Energy/Industry,Energy,Pipelines
http://www.53.com,Financial/E-commerce,Financials,Commercial Banks
http://www.seaboardcorp.com,Food/Company,"Food, Beverages & Tobacco",Food Production
http://www.sandisk.com,Technology/Electronics,Technology,Semiconductors and Other Electronic Components
http://www.rockwellautomation.com,"Technology Manufacturing",Industrials,"Electronics, Electrical Equip."
http://www.lansingtradegroup.com,"Agriculture Business",Wholesalers,Wholesalers: Diversified
http://www.nisource.com,Energy/Utilities,Energy,Utilities: Gas and Electric
http://www.erieinsurance.com,Insurance,Financials,Insurance: Property and Casualty (Stock)
http://www.mattel.com,Toys and Games,Household Products,"Toys, Sporting Goods"
http://www.harley-davidson.com,Automotive/ Motorcycles,Transportation,Transportation Equipment
http://www.generalcable.com,Energy,Industrials,"Electronics, Electrical Equip."
http://www.mrcglobal.com,"Engineering/Manufacturing Business",Energy,"Oil and Gas Equipment, Services"
http://www.tegna.com/,Media/News,Media,"Publishing, Printing"
http://www.packagingcorp.com,Manufacturing/Industry,Materials,"Packaging, Containers"
http://www.starwoodhotels.com,Travel,"Hotels, Resturants & Leisure","Hotels, Casinos, Resorts"
http://www.spectraenergy.com,"Energy/Utility Company, Business",Energy,Pipelines
http://www.amark.com,Precious Metals,Materials,zMiscellaneous
http://www.jbhunt.com,E-commerce,Transportation,"Trucking, Truck Leasing"
http://www.con-way.com,Logistics/Freight Shipping,Transportation,Transportation and Logistics
http://www.jetblue.com,"Travel/Education Airline",Transportation,Airlines
http://www.navient.com,"Financial Services Education",Financials,Diversified Financials
http://www.aglresources.com,"Energy/Utility Business",Energy,Utilities: Gas and Electric
http://www.oldrepublic.com,Financial/Insurance Company,Financials,Insurance: Property and Casualty (Stock)
http://www.kellyservices.com,"Employment/Staffing Agency Job Search",Business Services,Temporary Help
http://www.domtar.com,Business/Industry,Materials,Forest and Paper Products
http://www.ingredion.com,"Food/Ingredients Business","Food, Beverages & Tobacco",Food Production
http://www.jmsmucker.com,Food,"Food, Beverages & Tobacco",Food Consumer Products
http://www.boozallen.com,Professional Services,Technology,Information Technology Services
http://www.westernunion.com,Financial Services,Business Services,Financial Data Services
http://www.netflix.com,Entertainment,Retailing,Specialty Retailers: Other
http://www.kindredhealthcare.com,Healthcare,Health Care,Health Care: Medical Facilities
http://www.amphenol.com,Technology/Electronics Manufacturer,Technology,Network and Other Communications Equipment
http://www.hosthotels.com,Hotels/Employment,Financials,Real estate
http://www.pxd.com,Energy/Oil/Gas Company,Energy,"Mining, Crude-Oil Production"
http://www.arris.com,"Technology Networking/Telecommunications",Technology,Network and Other Communications Equipment
http://www.lifepointhealth.net,Healthcare/ Hospital,Health Care,Health Care: Medical Facilities
http://www.insight.com,Technology/IT Consulting,Wholesalers,Wholesalers: Electronics and Office Equipment
http://www.harman.com,"Technology/Electronics Company/Corporate",Industrials,"Electronics, Electrical Equip."
http://www.yrcw.com,Transportation,Transportation,"Trucking, Truck Leasing"
http://www.hanover.com,Insurance,Financials,Insurance: Property and Casualty (Stock)
http://www.leidos.com,Government,Technology,Information Technology Services
http://www.rockwellcollins.com,"Aerospace Defense",Aerospace & Defense,Aerospace and Defense
http://www.fiserv.com,"Financial Services Technology",Business Services,Financial Data Services
http://www.atd-us.com,"Automotive Corporate/Industrial",Wholesalers,Wholesalers: Diversified
http://www.abm.com,Business/Service Provider,Business Services,Diversified Outsourcing Services
http://www.spragueenergy.com,Energy,Wholesalers,Wholesalers: Diversified
http://www.berryplastics.com,Manufacturing/Industry,Materials,"Packaging, Containers"
http://www.flowserve.com,Industrial/Manufacturing,Industrials,Industrial Machinery
http://www.cbrands.com,Food/Beverage,"Food, Beverages & Tobacco",Beverages
http://www.sonoco.com,Business/Economy,Materials,"Packaging, Containers"
http://www.cinfin.com,Insurance,Financials,Insurance: Property and Casualty (Stock)
http://www.simon.com,Retail,Financials,Real estate
http://www.atmosenergy.com,"Energy/Utilities Public Service/Government",Energy,Utilities: Gas and Electric
http://www.cfindustries.com,"Energy/Environment Business",Chemicals,Chemicals
http://www.spx.com,Manufacturing,Industrials,Industrial Machinery
http://www.mtb.com,"Financial Services Banking",Financials,Commercial Banks
http://www.aleris.com,Documentation/Tech Support,Materials,Metals
http://www.roberthalf.com,Recruitment/Job Board,Business Services,Temporary Help
http://www.rushenterprises.com,Business,Retailing,"Automotive Retailing, Services"
http://www.nvidia.com,Technology/Computer Hardware,Technology,Semiconductors and Other Electronic Components
http://www.levistrauss.com,"Fashion Corporate",Apparel,Apparel
http://www.superiorenergy.com,"Energy/Oil and Gas Business/Services",Energy,"Oil and Gas Equipment, Services"
http://www.williams-sonomainc.com,"E-commerce Retail",Retailing,Specialty Retailers: Other
http://www.lamresearch.com,Technology,Technology,Semiconductors and Other Electronic Components
http://www.ajg.com,Finance,Financials,Diversified Financials
http://www.colfaxcorp.com,Healthcare/Orthopedics,Industrials,Industrial Machinery
http://www.juniper.net,Technology/Computer Networking,Technology,Network and Other Communications Equipment
http://www.mastec.com,Engineering/Construction,Engineering & Construction,"Engineering, Construction"
http://www.theice.com,Financial,Financials,Securities
http://www.libertymedia.com,Financial/Corporate,Media,Entertainment
http://www.nvrinc.com,"Homebuilding Real Estate",Engineering & Construction,Homebuilders
http://www.meadjohnson.com,Healthcare,"Food, Beverages & Tobacco",Food Consumer Products
http://www.westlake.com,"Corporate News Business/Finance",Chemicals,Chemicals
http://www.avaya.com,Technology/Software,Technology,Network and Other Communications Equipment
http://www.fmglobal.com,"Insurance Financial Services",Financials,Insurance: Property and Casualty (Stock)
http://www.graphicpkg.com,"1. Software 2. Design",Materials,"Packaging, Containers"
http://www.molsoncoors.com,Beverage/Alcohol,"Food, Beverages & Tobacco",Beverages
http://www.mccormickcorporation.com,"Food Business","Food, Beverages & Tobacco",Food Consumer Products
http://www.securian.com,Insurance,Financials,"Insurance: Life, Health (stock)"
http://www.brunswick.com,Finance,Transportation,Transportation Equipment
http://www.pattersoncompanies.com,Healthcare,Wholesalers,Wholesalers: Health Care
http://www.ametek.com,Technology/Science,Technology,"Scientific,Photographic and Control Equipment"
http://www.troweprice.com,Financial Services,Financials,Securities
http://www.swn.com,"Business/Corporation Energy/Industry",Energy,"Mining, Crude-Oil Production"
http://www.manitowoc.com,Manufacturing/Equipment,Industrials,Construction and Farm Machinery
http://www.darlingii.com,Environmental/Sustainability,"Food, Beverages & Tobacco",Food Production
http://www.tollbrothers.com,Real Estate,Engineering & Construction,Homebuilders
http://www.torchmarkcorp.com,"Investment/Finance Corporate/Business",Financials,"Insurance: Life, Health (stock)"
http://www.genesisenergy.com,"Investment Financial Services",Energy,Pipelines
http://www.watsco.com,Investment/Finance,Wholesalers,Wholesalers: Diversified
http://www.xyleminc.com,Environment,Industrials,Industrial Machinery
http://www.carlyle.com,Investment/Finance,Financials,Securities
http://www.timken.com,Manufacturing/Education,Industrials,Industrial Machinery
http://www.leggett.com,Home Goods/Electronics,Household Products,"Home Equipment, Furnishings"
http://www.saic.com,"Government/Military Technology/Engineering",Technology,Information Technology Services
http://www.meritor.com,Industrial/Energy,Motor Vehicles & Parts,Motor Vehicles and Parts
http://www.polyone.com,Industrial/Manufacturing,Chemicals,Chemicals
http://www.commscope.com,"Technology Telecommunications",Technology,Network and Other Communications Equipment
http://www.consolenergy.com,Energy/Minerals,Energy,"Mining, Crude-Oil Production"
http://www.usg.com,"1. Construction 2. Manufacturing",Materials,"Building Materials, Glass"
http://www.lexmark.com,"E-commerce Business/Industry",Technology,Computer Peripherals
http://www.brinks.com,Finance,Business Services,Diversified Outsourcing Services
http://www.hpinc.com,Business/Corporation,Energy,"Oil and Gas Equipment, Services"
http://www.aam.com,Automotive,Motor Vehicles & Parts,Motor Vehicles and Parts
http://www.oceaneering.com,Engineering/Industry,Energy,"Oil and Gas Equipment, Services"
http://www.crowncastle.com,"Technology/Telecommunications Infrastructure",Telecommunications,Telecommunications
http://www.cit.com,Financial Services,Financials,Commercial Banks
http://www.cabotcorp.com,Chemical/Manufacturing,Chemicals,Chemicals
http://www.countryfinancial.com,"Financial Services Insurance",Financials,Insurance: Property and Casualty (Mutual)
http://www.bigheartpet.com,Animal Welfare,"Food, Beverages & Tobacco",Food Consumer Products
http://www.fossilgroup.com,E-commerce and Fashion,Apparel,Apparel
http://www.urbanoutfittersinc.com,"E-commerce Retail",Retailing,Specialty Retailers: Apparel
http://www.lennoxinternational.com,Manufacturing/Equipment/Industrial,Industrials,Industrial Machinery
http://www.moodys.com,Finance,Financials,Diversified Financials
http://www.alliantenergy.com,Energy/Utility,Energy,Utilities: Gas and Electric
http://www.hubbell.com,"Business/Industry Conference",Industrials,"Electronics, Electrical Equip."
http://www.oaktreecapital.com,Financial/Investment,Financials,Securities
http://www.crbard.com,Healthcare,Health Care,Medical Products and Equipment
http://www.unisys.com,Logistics/Business,Technology,Information Technology Services
http://www.churchdwight.com,"1.Consumer Goods 2.Corporation",Household Products,Household and Personal Products
http://www.ae.com,Fashion/E-commerce,Retailing,Specialty Retailers: Apparel
http://www.patenergy.com,Energy/Industry,Energy,"Oil and Gas Equipment, Services"
http://www.landstar.com,Transportation/Logistics,Transportation,"Trucking, Truck Leasing"
http://www.urc.com,"Energy/Oil/Refining Retail/E-commerce",Energy,Petroleum Refining
http://www.sungard.com,Financial Services,Business Services,Financial Data Services
http://www.iac.com,"Corporate Website Company/Corporation",Technology,Internet Services and Retailing
http://www.parpacific.com/,Energy/Oil/Gas,Energy,Petroleum Refining
http://www.chiquita.com,Food/E-commerce,"Food, Beverages & Tobacco",Food Production
http://www.wmg.com,Music,Media,Entertainment
http://www.sabre.com,Travel,Technology,Internet Services and Retailing
http://www.craneco.com,"1. Industrial 2. Manufacturing",Industrials,Industrial Machinery
http://corporate.univision.com,Media/Entertainment,Media,Entertainment
http://www.huntington.com,Banking,Financials,Commercial Banks
http://www.tribunemedia.com,Business/Finance News,Media,Entertainment
http://www.dentsplysirona.com,Healthcare,Health Care,Medical Products and Equipment
http://www.archrock.com/,"Oil/Gas Industry Energy/Utilities",Energy,"Oil and Gas Equipment, Services"
http://www.brinker.com,"Food, Restaurant","Hotels, Resturants & Leisure",Food Services
http://www.exide.com,"Automotive/Industrial Equipment Energy/Power",Motor Vehicles & Parts,Motor Vehicles and Parts
http://www.analog.com,Technology/Engineering,Technology,Semiconductors and Other Electronic Components
http://www.bonton.com,Home Goods,Retailing,General Merchandisers
http://www.kennametal.com,Industrial/E-commerce,Industrials,Industrial Machinery
http://www.scansource.com,Technology/E-commerce,Wholesalers,Wholesalers: Electronics and Office Equipment
http://www.wolverineworldwide.com,"1. Corporate 2. Retail",Apparel,Apparel
http://www.stancorpfinancial.com,Business/Finance,Financials,"Insurance: Life, Health (stock)"
http://www.anteroresources.com,Energy/Company/Industry,Energy,"Mining, Crude-Oil Production"
http://www.dstsystems.com,Business/Corporate Website,Business Services,Financial Data Services
http://www.hyster-yale.com,"Business/Finance Corporation",Industrials,Industrial Machinery
http://www.vno.com,"Real Estate Sustainability/Energy",Financials,Real estate
http://www.teradata.com,Business/Technology Software,Technology,Computer Software
http://www.ufpi.com,Corporate/Industrial,Materials,Forest and Paper Products
http://www.armstrong.com,"Home Improvement Architecture/Design",Materials,"Building Materials, Glass"
http://www.hcc.com,Insurance,Financials,Insurance: Property and Casualty (Stock)
http://www.moog.com,Technology/Electronics,Aerospace & Defense,Aerospace and Defense
http://www.concho.com,Energy,Energy,"Mining, Crude-Oil Production"
http://www.nortekinc.com,"1. Manufacturing 2. HVAC (Heating, Ventilation, and Air Conditioning)",Industrials,Industrial Machinery
http://www.hologic.com,"Healthcare, Medical Devices",Health Care,Medical Products and Equipment
http://www.schnitzersteel.com,Corporate/Business,Materials,Metals
http://www.stericycle.com,Healthcare/Business Services,Business Services,Waste Management
http://www.corp.aol.com,Technology/Internet,Technology,Internet Services and Retailing
http://www.panerabread.com,Food,"Hotels, Resturants & Leisure",Food Services
http://www.tetratech.com,Engineering/Consulting,Engineering & Construction,"Engineering, Construction"
http://www.vishay.com,Electronics/Technology,Technology,Semiconductors and Other Electronic Components
http://www.enersys.com,Industrial/Energy,Industrials,"Electronics, Electrical Equip."
http://www.mt.com,"Scientific/Industrial Equipment Manufacturing/Tech",Technology,"Scientific,Photographic and Control Equipment"
http://www.momentive.com,Chemicals/Manufacturing,Chemicals,Chemicals
http://www.donaldson.com,Manufacturing/E-commerce,Industrials,Industrial Machinery
http://www.eqt.com,"Energy/Corporation News/Oil/Gas/Energy",Energy,Energy
http://www.equifax.com,"1. Financial Services 2. Credit Reporting",Business Services,Financial Data Services
http://www.bostonproperties.com,Real Estate/Corporate Headquarters,Financials,Real estate
http://www.cimarex.com,Energy/Industry,Energy,"Mining, Crude-Oil Production"
http://www.postholdings.com,"Food/Beverage Company Company Website","Food, Beverages & Tobacco",Food Consumer Products
http://www.denbury.com,Energy/Oil/Gas,Energy,"Mining, Crude-Oil Production"
http://www.ferrellgas.com,"Energy/Utility, Business",Energy,Energy
http://www.take2games.com,Gaming,Technology,Computer Software
http://www.rpc.net,Business/Energy,Energy,"Oil and Gas Equipment, Services"
http://www.insperity.com,Human Resources (HR) / Business Services,Business Services,Diversified Outsourcing Services
http://www.muellerindustries.com,Manufacturing/Industrials,Industrials,Industrial Machinery
http://www.hhgregg.com,"Electronics Gaming",Retailing,Specialty Retailers: Other
http://www.aosmith.com,Manufacturing/E-commerce,Industrials,"Electronics, Electrical Equip."
http://www.shos.com,Health and Beauty,Retailing,Specialty Retailers: Other
http://www.aointl.com,Business/Company Information,"Food, Beverages & Tobacco",Tobacco
http://www.newmarket.com,"Company/Corporate Finance",Chemicals,Chemicals
http://www.belden.com,Electronics/Technology,Industrials,"Electronics, Electrical Equip."
http://www.graniteconstruction.com,Construction,Engineering & Construction,"Engineering, Construction"
http://www.ahgp.com,"Energy Company Business/Financial",Energy,"Mining, Crude-Oil Production"
http://www.edwards.com,Healthcare,Health Care,Medical Products and Equipment
http://www.skyworksinc.com,Electronics,Technology,Semiconductors and Other Electronic Components
http://www.hawaiianairlines.com,"Travel Tourism",Transportation,Airlines
http://www.triplesmanagement.com,Healthcare,Health Care,Health Care: Insurance and Managed Care
http://www.partycity.com,"Party Supply Store Specialty Gift Shop",Retailing,Specialty Retailers: Other
http://www.hcpi.com,"Healthcare, Real Estate",Financials,Real estate
http://www.dyn-intl.com,"Engineering & Technology Defense/Space/Aerospace",Aerospace & Defense,Aerospace and Defense
http://www.ciena.com,Technology/Telecommunications,Technology,Network and Other Communications Equipment
http://www.parexel.com,Healthcare/Pharmaceuticals,Health Care,Health Care: Pharmacy and Other Services
http://www.brocade.com,Technology/Computer Hardware,Technology,Network and Other Communications Equipment
http://www.ocwen.com,Finance/Financial Services,Financials,Diversified Financials
http://www.amcnetworks.com,Entertainment/Information Website,Media,Entertainment
http://www.kemper.com,Insurance,Financials,Insurance: Property and Casualty (Stock)
http://www.symetra.com,"Insurance Financial Services",Financials,"Insurance: Life, Health (stock)"
http://www.towerinternational.com,"Manufacturing Logistics",Motor Vehicles & Parts,Motor Vehicles and Parts
http://www.chemtura.com,Chemical/Industrial,Chemicals,Chemicals
http://www.trinet.com,Human Resources (HR),Business Services,Diversified Outsourcing Services
http://www.trueblue.com,"Human Resources, Recruitment",Business Services,Temporary Help
http://www.kodak.com,Technology/Industrial,Technology,"Scientific,Photographic and Control Equipment"
http://www.gbrx.com,Company/Employment,Transportation,Transportation Equipment
http://www.hain.com,Health/Fitness,"Food, Beverages & Tobacco",Food Consumer Products
http://www.american-equity.com,"Financial Services Insurance",Financials,"Insurance: Life, Health (stock)"
http://www.diplomat.is,"Healthcare Pharmacy",Food & Drug Stores,Food and Drug Stores
http://www.idexcorp.com,Manufacturing/Energy,Industrials,Industrial Machinery
http://www.nationstarmtg.com,Finance/Real Estate,Financials,Diversified Financials
http://www.allisontransmission.com,Manufacturing/Energy,Motor Vehicles & Parts,Motor Vehicles and Parts
http://www.intuitivesurgical.com,International organization,Health Care,Medical Products and Equipment
http://www.semgroupcorp.com,Energy/Transportation/Logistics,Energy,Pipelines
http://www.wasteconnections.com,"Environmental Services Waste Management",Business Services,Waste Management
http://www.harsco.com,"1. Environmental 2. Business/Industry",Materials,Metals
http://www.khov.com,Real Estate,Engineering & Construction,Homebuilders
http://www.aboutwendys.com,Food/Restaurant,"Hotels, Resturants & Leisure",Food Services
http://www.aarcorp.com,AOG Investors,Aerospace & Defense,Aerospace and Defense
http://www.selective.com,Insurance,Financials,Insurance: Property and Casualty (Stock)
http://www.synopsys.com,Technology/Electronics,Technology,Computer Software
http://www.universalamerican.com,"Gaming, Entertainment",Health Care,Health Care: Insurance and Managed Care
http://www.etrade.com,"Financial Services Finance",Financials,Securities
